price_Item,restaurant_Id,ID,Name_Item
16.80,60,381,"Sauvignon Blanc, Goldwater Dog Point, 1999, NZ (Wine Spectator Rating 90)"
33.80,209,1374,Fresh Shrimp Fried Rice
30.30,273,1798,Mushroom and Cheese Pizza
24.80,365,2392,Roasted Chicken and Wild Greens
32.30,132,887,Fresh Squeezed OJ or Grapefruit Juice   Small ...1.75  Large ...2.95
18.60,152,1014,Burger
35.30,114,772,OYSTERS:  Malpeque
20.30,70,452,"Trout Provencal. Sauteed with diced Tomatoes, Mushrooms and Garlic...with Rice"
27.50,344,2257,Bar-B-Q Spare Ribs
22.10,225,1480,Fresh Fruit Cup
14.40,137,918,Fresh Fried Onion Rings
22.30,157,1049,"Sauvignon Blanc, Honig, 1999 (Napa Valley)"
21.80,153,1023,Unfiltered Apple Juice
24.60,352,2311,PENNE WITH A WILD MUSHROOM SAUCE
27.60,221,1450,"Moet & Chandon, Brut Imperial, 1992"
29.20,76,483,Moo Shu Pork w. 4 Pancakes
21.50,81,524,"CHABLIS, DOMAINE CHANTEMERLE BOUDIN 96"
37.40,398,2606,Lobster Chop Suey
33.70,395,2588,"SPICY CAESAR SALAD WITH A ROASTED CORN, GARLIC CITRUS DRESSING, SOFT SAMBAL CHILI POLENTA CROUTONS AND WHITE CHEDDAR CHEESE"
26.40,303,1992,Pork Tonnata with Arugula
16.40,14,97,112- Veuve Cliquot Brut N/V
13.40,85,548,La Chiripada 97 Reserve Riesling (NM)
21.50,374,2461,"First Class Platter -  half a 1 1/2 lb. lobster, shrimp, assorted smoked salmons, sturgeon with truffle oil and two salads"
29.90,321,2113,"Chardonnay, Edna Valley Vineyard, 1999, (California)"
15.10,130,873,"Arugula Salad chopped tomato, fennel, shaved parmigiano"
17.50,206,1359,Banoffee
25.20,294,1941,"Chicken Cilantro Salad:  Cilantro Chicken, Hearts of Romaine, Plum Tomato, Cucumbers, Carrots and Sprouts ... 5.95"
23.40,236,1555,Veuve Clicquot Brut Yellow N/V
26.60,270,1781,San Francisco Cioppino - fish and shellfish stew with Maya shrimp & Crostino
21.20,320,2106,Champagne Apertifs
20.10,200,1324,Roll Mops
32.40,235,1548,Loup de Mer - with cockles and organic vegetables in its own broth
19.40,51,322,A glass from our GIANT bottle of Querciabella
19.10,269,1773,Mushroom Egg Foo Young
21.10,261,1714,Spinach Wonton Soup
18.70,387,2534,"Bistecca Al Barolo MEDALLION STEAK SAUTEED WITH GARLIC, MUSHROOM IN A BAROLO SAUCE"
27.90,70,450,"Gavi di Gavi Barrique, La Guardia"
27.20,410,2684,Samuel Smith Pale Ale
25.40,197,1308,POT AU FEU WITH MARROW BONE AND TRADITIONAL ACCOMPANIMENTS
20.30,266,1751,MARYLAND CRAB CAKES
16.90,66,421,Joes Blackened Grilled Potatoes
20.80,69,445,"Cabernet Sauvignon, Seven Oaks, J. Lohr"
18.40,148,986,Lemonade
17.90,209,1377,Egg mayo
27.00,138,923,"Mediterranean Salad:  Marinated Grilled Chicken, Roasted Red Peppers & Avacado over a Crisp Garden Salad (Cajun Chicken also available) ... 5.95"
18.10,33,219,"Beaujolais Brouilly, Chateau de la Chaize 1996 (Burgundy)"
19.50,76,486,Sides
14.70,253,1670,Blueberry  or Apple Crumb Cake ...1.75
8.50,108,722,Egg Rolls
23.80,307,2020,"Dalla Valle 1994, Napa"
31.50,388,2543,Kung Po Chicken
13.20,118,796,Pan fried john dory filets on Isreali cous cous with fresh organic black berries and champagne butter sauce.  Twenty Six
18.30,358,2350,"Mix & Match Flight: Franciscan Merlot, McDowell Syrah, Cline Old Vines Zinfandel"
18.30,188,1254,Duck Egg with Tuna Bottarga
32.30,168,1125,"Pinot Noir, Willakenzie, 1998. (Oregon)"
20.70,211,1384,CrÃƒÂ¨me BrÃƒÂ»lÃƒÂ©e
14.10,121,820,"CONSOMME, HOT"
20.00,38,245,"Half-Sandwich (choice of Tuna Salad, Curried Chicken Salad or Sliced turkey) with Lobster Bisque"
25.90,162,1086,Smoked Chub Fillet
18.40,203,1343,"Aloxe-Corton l Er Cru, Les Valozieres, Antonin Rodet, 1996 (Burgundy)"
25.90,78,496,Salad
35.70,331,2183,Steamed Broccoli w. String Bean
35.10,297,1955,Chilled Poached Salmon Served with Watercress Dressing
30.60,226,1482,Broccoli w. Snow Pease & String Bean
22.90,58,375,"Sauvignon Blanc, Babich"
26.00,97,638,Fegatini di Pollo chicken livers & crostini served hot in a clay pot
18.80,190,1260,"Est! Est! Est!, Falesco 1996 (Lazio)"
18.50,372,2444,SOFT SHELL CRAB (in season)
26.70,98,642,Steak Frites Italian Style (House Specialty) fresh porcini
25.10,340,2233,Bar-B-Q Beef Stick
16.90,18,125,"Vowel: Scotch, Sweet Vermouth, OJ, Akavit, Bitters"
13.50,9,66,Banoffee
26.90,326,2148,"By the bottle: Benziger, Chardonnay, Carneros, USA 1999"
16.00,85,553,Fresh Seasonal Succotash
19.30,293,1938,Fried Scallops (10)
18.60,1,10,Angel Hair Primavera
30.30,183,1221,"Merlot, Madame Costeau"
26.80,112,749,Sweet & Sour Pork
33.70,203,1345,"Primitivo, A. Mano"
22.90,337,2218,Bistec Milanese STEAK MILANESE
29.70,48,299,"212- Greco di Tufo 1999, Feudi di San Gregorio (Campania)"
28.60,133,892,Roasted Beets
26.60,217,1425,"Chateauneuf-du-Pape, Chateau Mont-Redon, Rhone, France 1998"
30.40,323,2126,Vegetable Chow Mein
25.70,160,1069,Beef w. Chinese Vegetable
23.70,169,1131,"Crispy Yellowfin Tuna - with roasted asparagus, greenmarket spring beans, warm tomato vinaigrette and shaved bottarga"
20.60,33,216,"MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage)"
23.30,341,2236,Key Lime Pie
17.00,362,2376,Stella Artois
27.50,352,2314,"Amarone Classico 1995, Allegrini (Veneto)"
22.30,182,1213,DIET COKE
11.40,115,778,"Rigatoni with pancetta, chicken, tomato, and onion"
30.40,136,909,"Liberty School 1995, Coastal Oaks"
20.90,14,96,Terrine de canard
33.30,353,2324,"CABERNET SAUVIGNON, Briarcrest, Clos Du Bois"
22.20,335,2204,"Chablis Premier Cru, Fourchaume 1996"
21.80,176,1177,Beef w. Pepper & Tomatoes
22.60,415,2725,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
32.80,323,2123,Roast baby goat seasoned with rosemary and garlic (when available)
33.30,262,1724,"Sauvignon Blanc, Cakebread 97"
21.10,278,1831,Chicken Mai Fun
18.50,52,333,"Insalata Di Gamberi e Avocado SHRIMP WITH AVOCADO, LEMON, HERBS & DRESSING"
22.30,330,2180,Carrot Cake
30.40,344,2259,"Brandy Alexander: Brandy, Cream, Creme de Cacao"
15.40,339,2226,Pasta Pomodoro CHOICE OF PASTA WITH TOMATO OR MARINARA SAUCE
23.20,159,1062,Spaghetti Carbonara with pancetta and Parmesan
28.00,397,2602,Filet Mignon of Yellowfin Tuna (House Specialty) seared rare with artichoke lentil salad
21.80,104,690,Fried Smelts. Butterflied and Boneless
14.00,118,799,Shrimp w. Mushrooms
17.20,50,316,"Knudsen Erath 1995, Oregon"
35.30,421,2772,Seafood Platter for the Table
21.70,148,987,"Daurade tartare, extra virgin olive oil"
17.30,82,533,Shellfish Platter
33.20,322,2117,"Rose, Chateau Pech Redon 1997 (Languedoc)"
18.10,31,198,"Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany)"
20.40,93,610,ORANGE BEEF
14.70,333,2194,SOFT SHELL CRAB SANDWICH ON TOASTED RYE BREAD WITH SAUCE TARTARE
28.10,218,1430,Baklava
28.30,164,1096,Carrot Cake
34.50,328,2162,"Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma)"
23.30,150,1008,Fresh Fruit Cup:  Small ...2.75   Large ...3.75
22.20,105,699,Fried Chicken Wings (4) w. Beef Fried Rice
28.60,74,476,Joes Sizzling Chicken Fajitas
9.40,109,723,"STEAK TARTARE, THE CONVENTIONAL WAY OR LIGHTLY SEARED"
22.20,348,2292,BEVERLYS LEMON CRUMB CAKE
15.80,137,917,Lobster Quesadilla
17.10,407,2665,Striped Bass Al Placere STRIPED BASS ANY STYLE
19.80,242,1595,"Penne with assorted smoked salmon, radicchio, arugula"
23.40,171,1144,"Fiore Di Lacte FRESH MOZZARELLA, TOMATO & BASIL"
24.10,223,1462,Warm Goat Cheese and Carmelized Onion Tart
22.80,314,2071,Roast Pork w. Mushrooms
17.80,99,649,"Sauvignon Blanc, Cakebread 97"
26.80,61,389,GINGERED SPRING TOMATO BISQUE WITH BABY ROCK SHRIMP AND CRÃƒÂ¨ME FRAICHE
31.20,393,2575,Malpeque Oysters
19.00,97,636,"Redeye Grill Hamburger - Monterey Jack cheese, shoestring potatoes, tomato, onion, and pickle"
16.40,313,2062,Sea sCALLOPS
13.60,375,2466,A glass from our GIANT bottle of Querciabella
19.60,180,1206,"Insalata Di Spinacci WITH BACON, WALNUTS & MUSHROOMS"
31.20,304,2006,Soup of the day
15.30,146,976,Columbia Crest 95 Merlot (Columbia Valley)
30.30,191,1271,"Roasted Beet Salad with leeks, haricots verts and fourme dAmbert"
33.70,359,2357,"Glass of Chardonnay Seppelt, 1996, Australia"
14.20,106,704,Shoestring Potatoes
19.00,302,1989,Champagne
22.00,274,1804,Roederer Brut Premier (Reims)
23.60,385,2522,Pear Pie. Naturally Sweetened Pear with Blueberry Topping
23.40,319,2096,Chicken w. String Beans
25.20,114,770,Lobster Lo Mein
17.30,105,696,"FETTUCINE AL FRESCO Bucheron goat cheese, fresh tomato & basil"
26.10,353,2318,Taylor Fladgate 40 yr
20.20,109,728,Shrimp w. Hot Spicy Szechuan Sauce
32.60,373,2451,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
23.60,200,1325,"Veal Chop - wild mushroom sauce, aparagus, and truffle potato croquette"
15.60,358,2354,"Ribera del Duero, Pesquera,. 1997.  (Spain)"
11.30,422,2775,Green Tea Ice Cream
22.70,49,305,"Les Terrasses 1998, Palacios (Priorat)"
28.90,364,2382,"Pinot Gris, King Estate, 1999 (Oregon)"
16.40,227,1489,"Merlot, Vintners Blend, Ravenswood, 1998. (Sonoma)"
23.40,224,1471,Nachos El Grande
27.90,16,116,Seafood Antipasto any six seafood items
16.80,266,1753,CALABRIA PEPPERONI mozzarella & tomatoes
8.50,63,398,"Sauvignon Blanc, Chateau Souverain"
23.20,187,1247,Beau Soleil Oysters with Mignonette
20.40,304,2003,"Seafood Casserole. Scallops, Shrimp, Lobster and White Fish...Au Gratin...choice of one Side"
30.60,343,2251,"Caymus Special Select, 1994"
26.60,417,2739,"Chardonnay, Estate Bottled, Beringer"
23.80,104,691,SOFT SHELL CRAB (in season)
26.80,369,2422,"209- Pinot Grigio 1999, Peter Zemmer (Alto Adige)"
15.30,93,611,"Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four"
31.90,77,490,"Sauvignon Blanc, Honig, 1999 (Napa Valley)"
17.10,109,726,Cappuccino*
19.40,33,214,Pollo Fiorentina BREAST OF CHICKEN WITH SPINACH & MOZZARELLA CHEESE
38.70,355,2334,"Brunello Di Montalcino, Talenti 1993 DOCG (Tuscany)"
16.10,281,1855,French fries
25.20,403,2639,"NUITS ST. GEORGE, DOMAINE DE LARLOT, PREMIER CRU 95"
16.80,188,1251,Grilled Vegetables
32.30,325,2139,Hot & Spicy Beef
14.40,267,1759,"Amarone Tomassi 1979, Valpolicella"
21.70,383,2515,Thai Red Curry with marinated Tofu *
20.60,170,1138,"Chardonnay, Estancia Estates 1996 (Monterey)"
17.40,77,495,VEAL CHOP PARMIGIANA (house specialty)
20.20,79,506,"Consomme, Cold"
25.00,251,1655,"Lobster Roll. Fresh Lobster Meat from a stemed 1-1.25 lb. Lobster...cold, creamy Lobster Salad in a toasted Bun...with French Fries"
17.50,384,2519,Iced Flavored Coffee ... 1.75/1.95
22.00,128,860,Dubonnet
28.10,165,1107,Shrimp Cocktail
24.20,102,674,"Pacific Sea Bass Asian Style with angel hair pasta, clams, black bean sauce"
24.30,285,1879,"St. Emilion, Chateau Faugeres 95"
22.70,138,921,Blackened Chicken Caesar Salad
13.90,170,1140,Rib Tips w. Garlic Sauce w. Chicken Fried Rice
25.00,350,2306,Scallion Pancakes
8.90,253,1667,Chard
26.20,258,1700,"Ribera del Duero, Crianza 1997, Sastre (Spain)"
33.70,306,2017,2005 CLARET Napa Valley Newton
18.80,132,885,Steamed Broccoli w. Chicken
13.40,116,781,Eggs Benedict
25.60,352,2312,Espresso ... 1.50 ... 2.00
13.00,14,100,Chicken w. String Beans
18.60,324,2129,"Specialty Sandwiches: #15  No Mayo No Oil Tuna Salad:  Plum Tomato, Crisp Romaine on Rosemary Foccacia ... 5.95"
22.20,245,1614,"Greek Salad, Hearts of Romaine, Peppers, Stuffed Vine Leaves, Feta Cheese, Olives, Tomato and Red Onion ... 5.95"
25.00,179,1198,Fantasia Di Mari SEAFOOD SALAD
16.80,108,720,Hot & Spicy Chicken
22.90,355,2331,Fried Fish (2) w. Plain Fried Rice
28.80,167,1121,Steak Tartare
11.00,92,598,Spare Rib Tips
33.10,364,2387,"2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles)"
30.80,16,111,Steamed Broccoli w. Shrimp & Chicken
10.60,406,2658,Steamed Brown Rice
20.60,15,107,Chicken w. Garlic Sauce
30.00,90,584,Steamed Vegetable Dumplings (8)
24.80,277,1828,"Subgum Wonton a delicious mixture of lobster meat, chicken, roast pork, shrimp & garden vegetables garnished w. crispy wonton."
25.80,158,1059,Rib Tips w. Garlic Sauce w. French Fries
17.70,43,276,"Parfaits - No-fat Vanilla Yogurt, Low-fat Granola & Fresh Fruit ...2.75/3.75"
32.90,322,2115,Hot Chocolate with Whipped Cream ... 1.50 ... 2.00 ... 2.50
20.50,310,2045,ENGLISH BREAKFAST TEA
16.50,402,2635,"Bearboat 1995, Russian River"
24.00,85,554,Rob Roy
29.10,91,591,"Chardonnay, Glass Mountain"
11.90,173,1156,"Cosentino The Zin, 1995, Napa"
14.90,8,56,"House Spicy Maki Rolls - jalapeno smoked salmon, yellowfin tuna, cucumber, scallion, flying fish roe"
38.30,423,2782,"Veal Chop - wild mushroom sauce, aparagus, and truffle potato croquette"
26.20,319,2099,Sweet & Sour Pork & Chicken Mixed
30.90,335,2205,"Swordfish. Grilled and served with sauteed Cherry Tomatoes, Rice Pilaf and Cold Cucumber Sauce"
21.30,46,289,"Clos Pegase Hommage, 1994, Napa"
26.80,174,1163,"Chardonnay, Les Pierres, Sonoma-Cutrer, 1998 (Sonoma)"
17.80,281,1852,Lemonade
33.10,120,807,Mixed field greens in a sherry vinaigrette
26.60,216,1418,"Roasted Beet Salad with leeks, haricots verts and fourme dAmbert"
28.90,337,2217,"Mitchelton Shiraz 1994, Australia"
16.60,357,2346,"Lungarotti, Rubesco Riserva Montichhio Vineyard 1988 (Umbrian)"
27.40,189,1256,OUR VERY OWN APRICOT SORBET
8.40,59,378,"Pouilly Fuisse, Les Chailloux, Philippe Forset, 1998 (Burgundy)"
22.40,32,210,"WHITE ZINFANDEL, River Oaks"
12.30,109,731,"Sauvignon Blanc, Cakebread 97"
36.40,218,1434,"Buffalo Chicken Wings, w. French Fries"
27.80,198,1316,"St. Morillion 1996, Chile"
20.70,242,1594,"Barbera DAsti, Camp Du Rouss, Coppo, 1997. (Piedmont)"
21.20,324,2128,"Chardonnay, Markham"
27.20,210,1381,Strawberry Mineral Water
33.80,240,1582,Steak Tartare - with quail egg
28.30,174,1162,1 lb Chilled Lobster
16.30,118,800,"Cabernet Sauvignon, River Oaks"
14.60,82,527,Chicken w. Garlic Sauce
14.90,50,317,PENNE WITH A WILD MUSHROOM SAUCE
27.90,268,1764,Fried Chicken Wings (4)
35.00,279,1842,Cheese Plate
14.30,14,94,Way 2Cool Root Beer (Taos Brewing Co.)  full bodied drinks
25.40,166,1111,1/4 lb. Colossal Crab Meat
17.50,142,944,"Moulin-a-Vent Cuvee Vielles Vignes, Domaine Diochon, Beaujolais, France 1999, bottle"
37.40,393,2577,Asian Chicken Salad
29.30,209,1376,Bacon sage rubbed Rocky chicken breast in french pastry citrus cracked pepper cream and leeks.  Twenty Six
26.80,286,1890,"Redeye Grill Hamburger - Monterey Jack cheese, shoestring potatoes, tomato, onion, and pickle"
26.90,410,2683,Carrot Cake
27.20,240,1586,CROSTATA CALDA CON GRUTTA FRESCA
34.30,53,340,Iced coffee or Tea ... 1.50/1.95
30.50,388,2538,"Sauvignon Blanc, Babich"
31.80,271,1789,Steak Frites with maÃƒÂ®tre d butter or bearnaise sauce
17.10,173,1158,Onion Strings
16.90,222,1460,Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables
23.00,250,1647,Carrot Cake Square
26.60,264,1739,Kirschwasser
30.90,316,2084,Shrimp w. Pepper & Tomato
14.80,81,525,"Chardonnay, Hess Select, 1999, (California)"
28.00,96,627,AMERICAN CHEESE
15.30,366,2399,Dr. Pepper
19.90,405,2653,Smoked Salmon. Thinly sliced...Pumpernickle Toast
29.60,162,1085,Roast Pork w. Brococli
20.50,39,251,FRIED ARTICHOKES
11.60,170,1137,"Bonny Doon Riesling Pacific Rim 1995, Calif."
23.90,70,449,"Pomerol, Chateau Lagrance 94"
28.50,98,644,"Country Mashed Potatoes, skin on"
25.90,220,1444,"Roasted Cold Salmon salsa verde, accompanied with a selection of any four vegetables from our Antipasto Bar"
20.60,140,936,Canadian Club
34.00,273,1799,Whole Camembert
19.50,39,248,Bluefish. Also available baked with Mustard Sauce
23.70,284,1876,"Poussin - with braised hearts of romaine, parmesan and anchovy"
19.20,155,1036,"Tuna Salad on Choice of White, Rye, Wheat Bread or a Roll"
29.30,312,2056,"TOFU DELIGHT Zucchini, Tomatoes, Soft Tofu in a Black Bean Sauce (Taro Spring Roll, Brown Rice)"
26.70,120,815,"Roasted Fennel Ravioli with tomato, pesto and crispy Parmesan"
26.60,193,1278,"Pinot Noir, Willakenzie, 1998. (Oregon)"
20.80,137,919,Maine Clams
22.50,158,1057,Chicken w. Bean Curd
15.70,82,532,"Cabernet Sauvignon, Rabbit Ridge"
34.80,221,1454,"Sancerre, Bernard Clement 1996, Loire"
30.00,270,1782,Steak Frites Italian Style (House Specialty) fresh porcini
19.40,145,969,Salad
21.70,359,2359,Hollywood Cobb Salad
29.30,176,1171,"Tomato, Onion & Bleu Cheese Salad- Dijon vinagrette"
9.90,358,2348,San Pallegrino
21.20,5,35,"Mango Carnitas Enchiladas, vegetarian"
22.30,214,1408,"Chianti Classico, Riserva 1997, Felsina Rancia (Toscana)"
31.10,411,2695,Onion Soup GratinÃƒÂ©e
25.70,312,2053,"Gewuertztraminer, Trimbach, Alsace, France 1998"
13.20,215,1412,Poached Red Snapper in a Saffron Broth served with Baby Vegetables
20.60,32,206,OMaras Irish Country Cream with coffee
24.40,230,1513,Chicken w. Mixed Veg
21.90,340,2229,"SNAILS, IN A CREAMY GARLIC SAUCE NESTING IN A CRISPY ROLL"
33.40,138,925,"Muskat, Haardt Burgergard Kabinett, Muller-Catoir, 1996 (Pfalz)"
18.20,161,1075,"Sauvignon Blanc, Duckhorn Vineyards 1996 (Napa)"
15.60,215,1410,"Mitchelton Shiraz 1994, Australia"
15.30,419,2751,Sheeps Ricotta Gnudi with Sage & Brown Butter
11.60,35,229,Virgin Mary
31.00,206,1357,"Lobster Risotto with fava beans, radicchio and savory"
31.00,388,2536,"Schramsburg, Blanc de Blancs 1992, Napa"
29.80,284,1873,"Bricco Manzoni 1993, Manzoni (Piemonte)"
35.90,343,2253,Beefsteak Tomato and Mozzarella
26.00,78,499,"Lobster Roll. Fresh Lobster Meat from a stemed 1-1.25 lb. Lobster...cold, creamy Lobster Salad in a toasted Bun...with French Fries"
20.90,133,894,Assorted Teas*
20.80,388,2544,Warm Goat Cheese and Grilled Vegetable Salad
31.00,91,594,"RIGATONI eggplant, portobellini mushrooms, tomato & ricotta sarda"
23.10,172,1148,"Chateau Beau-Site, Cru Bourgeois, St. Estephe, France 1996"
17.30,6,39,"Albarino, Morgadio, 1999. (Spain)"
15.30,71,458,Egg mayo
23.70,307,2022,Avocado Stuffed with Crabmeat
12.50,109,727,Little Neck Clams
21.60,411,2697,"Cabernet Sauvignon, Phiippe Lorraine"
8.20,170,1136,Moo Shu Baby Shrimp w. 4 Pancakes
24.20,254,1679,TETE DE MOINE
32.30,226,1487,"GRILLED AHI TUNA ON BRAISED SHIITAKES WITH WILTED FRISEE AND A CRACKED MUSTARD INFUSION SAUCE, BASIL AIOLI"
9.80,52,330,Home made Ice Cream
22.30,184,1228,"Pinot Grigio Benefizium Porer, Alois Lageder, Alto Adige, Italy 1999"
26.10,230,1508,Joes Sizzling Chicken Fajitas
28.60,33,215,Lanson Black Label
26.80,16,115,"Garden Salad. Crisp Greens with Carrots, Peppers, Cucumbers and Cherry Tomatoes ... Sm. 2.25 ... Lg. 4.25"
12.70,405,2654,Home made Ice Cream
29.70,218,1431,Soup du Jour
23.80,61,392,"2001 The Vertical Limit: 1/2 bottle of 95, 96, 97 Opus One (3 1/2 Bottles)"
30.80,164,1097,Manhattan
23.90,182,1218,Onion Soup GratinÃƒÂ©e
34.00,397,2599,"Chateauneuf Du Pape, Vieux Mas Des Papes 1996 (Rhone)"
15.60,206,1355,Pork w. Bean Curd
16.90,67,428,2005 CLARET Napa Valley Newton
21.80,165,1106,Spare Rib Tips w. Plain Fried Rice
29.70,140,935,Parrilla Mixta SPECIAL MIXED GRILL
23.40,221,1453,Veuve Clicquot Brut Yellow N/V
24.80,299,1972,1/4 lb. Colossal Crab Meat
15.20,390,2554,Canned Soda ... ..90
24.20,144,962,Balthazar Bar Steak with pommes frites and maÃƒÂ®tre d butter or bÃƒÂ©arnaise sauce
28.50,138,928,Joes Buffalo Tenderloins
17.70,173,1154,Steamed Plain Broccoli
29.60,323,2124,Jonah Crab Claws. On ice
18.00,1,7,"Wraps: W5  Vegetarian Grilled Eggplant, Squash & Zucchini with Avocado, Sprouts & Humus ... 5.75"
25.40,155,1033,Littleneck Clams
13.20,51,321,Whole Roasted Free-Range Chicken with garlic mashed potatoes and seasonal vegetables
28.60,282,1858,Lapin a la Moutarde
28.50,216,1416,"CABERNET SAUVIGNON, Briarcrest, Clos Du Bois"
18.30,2,15,Vitello Milanese BREADED VEAL TOPPED WITH MUSHROOMS
32.30,349,2298,Strawberry & Raspberry Tart
24.00,179,1197,Roquefort Dressing
20.20,169,1133,"WHITE ZINFANDEL, River Oaks"
19.00,184,1234,"Duckhorn 1995, Napa"
23.40,94,614,Brandade de Morue
35.40,314,2072,"Grilled ahi tuna on braised shitakes with wilted frisee and a cracked mustard infustion sauce, basil aioli.  Twenty Four"
21.80,288,1906,"Seafood Antipasto. Grilled Shrimp, Clams, Mussels and Calamari...with Greens, provolone Cheese and Olives...Tomato Vinaigrette"
23.20,233,1529,"Cabernet Sauvignon, Bodega Weinert, 1995. (Argentina)"
34.90,328,2166,Milk ... ..65/1.25
29.30,373,2452,"Prosciutto Pizza - mozzarella, goat cheese, tomato & arugula salad"
24.50,157,1048,Montecillo 96 Vina Cumbrero (Spain)
24.80,116,783,"STURGEON SCHNITZEL, OUR SPECIALTY, WITH CUCUMBER SALAD AND SAUCE REMOULADE"
20.80,304,2007,Gazpacho
23.30,54,346,"Beringer 1996, Napa"
19.40,2,19,Broccoli w. Mushrooms
28.60,238,1572,"Specialty Sandwiches: #15  No Mayo No Oil Tuna Salad:  Plum Tomato, Crisp Romaine on Rosemary Foccacia ... 5.95"
13.60,37,239,NY Pastrami Smoked Salmon Club Sandwich - potato and haricot-vert salad with Pommery mustard dressing
20.90,235,1543,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
20.20,98,645,Open Grilled Cheese Sandwich with Tomato and Bacon
30.90,354,2327,ASPARAGUS-STILTON OMELETTE
30.40,45,284,Duck Shepherds Pie
29.70,72,462,VEAL CHOP red peppers & rosemary potatoes
18.90,90,580,Spinach Wonton Soup
34.70,258,1703,Redeye Dill Gravlax Salmon
20.90,243,1605,Duchess potatoes
12.60,391,2566,warm valrhona chocolate cake with green tea sauce
17.50,367,2408,"Cabernet Sauvignon, Domaine St. George"
15.50,381,2502,"Linguini with White Clam Sauce. Lots of whole and chopped Clams, Garlic, Parmesan, Herbs and Butter"
9.10,175,1168,"Chardonnay, Estate Bottled, Beringer"
20.50,262,1725,"Cobb Salad: Diced Avocado, Bacon, Turkey, Ham, Tomato, Swiss and Cheddar Cheeses, Choice of Dressing"
31.80,261,1717,"Domaine Chandon, Reserve"
29.50,399,2614,"Crispy red corn relleno filled with Isacs roasted duck and black bean mole, jalapeno - mango salsa and crÃƒÂ¨me fraiche.  Eight Fifty"
23.90,221,1451,Moo Goo Gai Pan
17.50,386,2526,"HAWAIIAN FIVE STYLES Scallop, lobster, chicken, shrimp & pork sauteed in chefs special sauce w. baby corn, straw mushrooms & Chinese vegetables."
17.40,3,24,2007 SAUVIGNON BLANC Santa Ynez Valley Brander
36.30,212,1390,A VEGETABLE BUFFET PLATTER IN THE MIDDLE EASTERN MANNER SERVED WITH PITA BREAD
19.10,285,1880,Shredsded Pork w. Garlic Sauce
23.60,149,994,Sliced Grilled Chicken over Caesar Salad
31.70,192,1276,Carrot Cake
8.50,267,1757,"Selaks 1996, N. Zealand"
27.70,0,2,Cold Poached Atlantic Salmon: three vegetable antipasti
20.80,180,1202,"Pancetta-Wrapped Baby Squid - with black rice cake, rosemary and saffron"
24.60,182,1217,Any Side Vegetable Salad
20.00,415,2724,Reeses Brownie
26.90,330,2176,Beefeater Gin
22.10,113,760,Warm Goat Cheese and Grilled Vegetable Salad
21.00,405,2652,Vitello Milanese BREADED VEAL TOPPED WITH MUSHROOMS
33.60,294,1940,"Viognier, Vichon"
17.80,2,18,Fresh Blackened Cajun Grouper
22.60,89,571,"Chardonnay, Logan Sleepy Hollow Vineyard, 1998, Monterey"
13.90,197,1307,"MINI VEGI-LOAF Tofu, Chestnut and Cilantro Croquettes, Served over Spaghetti in a Tomato Sauce (Taro Spring Roll, Pickled Cabbage)"
28.40,183,1219,Moo Shu Beef w. 4 Pancakes
9.30,339,2228,Calvados Busnel VSOP
31.80,136,912,STILTON CHEESE & WALNUTS WITH A GLASS OF PORT WINE
30.90,220,1446,"Claypot Roasted Salmon, Langostino tomato sauce & roasted potatoes"
23.00,30,194,Black & White Bean Soup with Spicy Shrimp Quesadilla
31.80,196,1297,"VINE-RIPE TOMATOES WITH SNOW WHITE ANCHOVIES, BASIL AND ONIONS"
14.90,63,403,"Seafood Combination A delightful blend of lobster meat, shrimp, scallops sauteed w. mixed Chinese vegetable."
33.60,332,2190,Fried Chicken Wings (4) w. French Fries
27.90,149,998,Beef w. Brococli
15.40,179,1194,Beef Chop Suey
25.80,401,2625,"Scampi Shrimp and Garlic with White Wine, Tomatoes and Mushrooms over Linguine"
16.30,117,788,Margherita Pizza
31.70,84,545,Steamed Dumpling (8)
24.30,238,1569,Rainbow Trout
26.30,78,503,Moo Shu Chicken w. 4 Pancakes
28.50,270,1780,"Bistecca Alla Luiggi SLICED STEAK WITH WILD MUSHROOMS, SCALLIONS, TOUCH OF COGNAC, CREAM AND RED WINE"
24.10,5,37,GELATI FATTI IN CASA
9.50,47,296,Salmon Fillet with Chinese Fruit Sauce or Fragrant Seafood Sauce. With Sugar Snap Peas and Jasmine Rice
